SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
314,TOMM40,CYC1,O96008,P00044,"7CK6, 7CP9, 7VBY, 7VC4, 7VD2, 7VDD, 8XVA","1CHH, 1CHI, 1CHJ, 1CIE, 1CIF, 1CIG, 1CIH, 1CRG, 1CRH, 1CRI, 1CRJ, 1CSU, 1CSV, 1CSW, 1CSX, 1CTY, 1CTZ, 1FHB, 1IRV, 1IRW, 1KYO, 1LMS, 1NMI, 1RAP, 1RAQ, 1S6V, 1U74, 1YCC, 1YFC, 1YIC, 2B0Z, 2B10, 2B11, 2B12, 2BCN, 2GB8, 2HV4, 2JQR, 2JTI, 2LIR, 2LIT, 2MHM, 2N18, 2ORL, 2PCC, 2YCC, 3CX5, 3TYI, 4MU8, 4N0K, 4P4Q, 4Q5P, 4QAO, 4YE1, 5CIB, 5CIC, 5CID, 5CIE, 5CIF, 5CIG, 5CIH, 5KKE, 5KLU, 5KPF, 5LFT, 5LYC, 5NCV, 5T7H, 5T8W, 6EGY, 6EGZ, 6GD6, 6GD7, 6GD8, 6GD9, 6GDA, 6P41, 6P42, 6P43, 6RGI, 6RSI, 6RSJ, 6RSK, 6RSL, 6S8Y, 6SUY, 6Y0J, 7BBT, 7MRI, 7PR2, 7PR3, 7PR4"
315,HNRNPA1,SNRPD3,P09651,P62318,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL","1D3B, 3CW1, 3JCR, 3PGW, 3VRI, 4PJO, 4WZJ, 5MQF, 5O9Z, 5XJC, 5YZG, 5Z56, 5Z57, 5Z58, 6AH0, 6AHD, 6FF7, 6ICZ, 6ID0, 6ID1, 6QDV, 6QW6, 6QX9, 6V4X, 6Y53, 6Y5Q, 7A5P, 7ABG, 7ABI, 7B0Y, 7DVQ, 7EVO, 7QTT, 7VPX, 7W59, 7W5A, 7W5B, 8C6J, 8CH6, 8H6E, 8H6J, 8H6K, 8H6L, 8HK1, 8I0P, 8I0R, 8I0S, 8I0T, 8I0U, 8I0V, 8I0W, 8Q7Q, 8Q7V, 8Q7W, 8Q7X, 8Q91, 8QO9, 8QXD, 8QZS, 8R08, 8R09, 8R0A, 8R0B, 8R7N, 8RC0, 8RM5, 8RO2, 8Y6O, 8Y7E, 9FMD, 9GBW, 9GC0, 9GCL"
316,TP53,CDC25C,Q12888,P30307,"1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U","2OJX, 3BZI, 3OP3, 5M35, 5M36, 5M37"
317,HNRNPDL,HNRNPF,O14979,P52597,7ZIR,"2HGL, 2HGM, 2HGN, 2KFY, 2KG0, 2KG1, 3TFY"
318,CS,HSPD1,A0A2P1GIW2,P10809,6RT8,"4PJ1, 6HT7, 6MRC, 6MRD, 7AZP, 7L7S, 8G7J, 8G7K, 8G7L, 8G7M, 8G7N, 8G7O, 8U39"
319,HNRNPC,PTBP2,P07910,Q9UKA9,"1TXP, 1WF2, 2MXY, 2MZ1, 3LN4","2CQ1, 2MJU, 4CQ1"
320,ELAVL1,HNRNPM,Q15717,P52272,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3","2DGV, 2DH9, 2DO0, 2OT8"
321,HNRNPDL,SRSF3,O14979,P84103,7ZIR,"2I2Y, 2I38, 9ASQ"
322,U2AF2,EIF4A3,P26368,P38919,"1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU","2HXY, 2HYI, 2J0Q, 2J0S, 2J0U, 2XB2, 3EX7, 4C9B, 5MQF, 5XJC, 5YZG, 6ICZ, 6QDV, 6YVH, 7A5P, 7W59, 7W5A, 7W5B, 7ZNJ, 8C6J, 8I0W, 9FMD"
323,APBB1,LRP8,O00213,Q14114,"2E45, 2HO2, 2IDH, 2OEI, 3D8D, 3D8E, 3D8F, 3DXC, 3DXD, 3DXE, 5NQH","3A7Q, 5B4X, 5B4Y, 7UCX"
324,HNRNPR,TARDBP,O43390,Q13148,2DK2,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
325,ILF3,KHDRBS1,Q9Z1X4,Q07666,"4AT7, 4AT8, 4AT9, 4ATB, 5DV7","2XA6, 3QHE, 7Z89, 7Z8A, 7Z9A, 7Z9B, 7ZAB, 7ZAC, 7ZAF, 7ZAM"
326,ELAVL1,KHDRBS1,Q15717,Q07666,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3","2XA6, 3QHE, 7Z89, 7Z8A, 7Z9A, 7Z9B, 7ZAB, 7ZAC, 7ZAF, 7ZAM"
327,VAPA,OSBPL3,Q9P0L0,Q9H4L5,"2RR3, 6TQR","7CYZ, 7DEI, 7DEJ"
328,MAPT,YWHAB,P10636,P31946,"1I8H, 2MZ7, 2ON9, 3OVL, 4E0M, 4E0N, 4E0O, 4FL5, 4GLR, 4NP8, 4TQE, 4Y32, 4Y3B, 4Y5I, 5BTV, 5DMG, 5E2V, 5E2W, 5HF3, 5K7N, 5MO3, 5MP1, 5MP3, 5MP5, 5N5A, 5N5B, 5NVB, 5O3L, 5O3O, 5O3T, 5V5B, 5V5C, 5ZIA, 5ZV3, 6BB4, 6CVJ, 6CVN, 6DC8, 6DC9, 6DCA, 6FAU, 6FAV, 6FAW, 6FBW, 6FBY, 6FI4, 6FI5, 6GK7, 6GK8, 6GX5, 6H06, 6HRE, 6HRF, 6LRA, 6N4P, 6NK4, 6NWP, 6NWQ, 6ODG, 6PXR, 6QJH, 6QJM, 6QJP, 6QJQ, 6TJO, 6TJX, 6VH7, 6VHA, 6VHL, 6VI3, 6XLI, 7EYC, 7KQK, 7MKF, 7MKG, 7MKH, 7NRQ, 7NRS, 7NRT, 7NRV, 7NRX, 7P65, 7P66, 7P67, 7P68, 7P6A, 7P6B, 7P6C, 7P6D, 7P6E, 7PQC, 7PQP, 7QJV, 7QJW, 7QJX, 7QJY, 7QJZ, 7QK1, 7QK2, 7QK3, 7QK5, 7QK6, 7QKF, 7QKG, 7QKH, 7QKI, 7QKJ, 7QKK, 7QKL, 7QKM, 7QKU, 7QKV, 7QKW, 7QKX, 7QKY, 7QKZ, 7QL0, 7QL1, 7QL2, 7QL3, 7QL4, 7R4T, 7R5H, 7SP1, 7U0Z, 7UPE, 7UPF, 7UPG, 7YMN, 7YPG, 8AZU, 8BGS, 8BGV, 8BYN, 8CAQ, 8CAX, 8FNZ, 8FUG, 8FYU, 8G54, 8G55, 8G58, 8GCK, 8KDX, 8OH2, 8OHI, 8OHP, 8OI0, 8OP0, 8OPI, 8ORE, 8ORF, 8ORG, 8OT6, 8OT9, 8OTC, 8OTG, 8OTH, 8OTI, 8OTJ, 8P34, 8PII, 8PPO, 8Q27, 8Q2J, 8Q2K, 8Q2L, 8Q7F, 8Q7L, 8Q7M, 8Q7P, 8Q7T, 8Q88, 8Q8C, 8Q8D, 8Q8E, 8Q8F, 8Q8L, 8Q8M, 8Q8R, 8Q8S, 8Q8U, 8Q8V, 8Q8W, 8Q8X, 8Q8Y, 8Q8Z, 8Q92, 8Q97, 8Q98, 8Q99, 8Q9A, 8Q9B, 8Q9C, 8Q9D, 8Q9E, 8Q9F, 8Q9G, 8Q9H, 8Q9I, 8Q9J, 8Q9K, 8Q9L, 8Q9M, 8Q9O, 8QCP, 8QCR, 8QDV, 8QJJ, 8R3T, 8SEH, 8SEI, 8TTL, 8TTN, 8UQ7, 8V1N, 8WCP, 8ZWL, 8ZWM, 8ZX6, 9BBL, 9BBM, 9BXI, 9BXO, 9BXQ, 9BXR, 9CGX, 9CGZ, 9CZI, 9CZL, 9EO7, 9EO9, 9EOE, 9EOG, 9EOH, 9ERM, 9ERN, 9ERO, 9G13, 9GG0, 9GG1, 9GG6, 9H5G, 9H5J, 9HBB","2BQ0, 2C23, 4DNK, 5N10, 6A5Q, 6BYK, 6GN0, 6GN8, 6GNJ, 6GNK, 6GNN, 6HEP, 6YGJ, 8DP5, 8EQ8, 8EQH"
329,SNRNP70,U2AF1,P08621,Q01081,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08",1JMT
330,TP53,YWHAE,Q12888,P62258,"1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U","2BR9, 3UAL, 3UBW, 6EIH, 7C8E, 7V9B, 8DGM, 8DGN, 8DGP, 8DP5, 8Q1S"
331,CSF2RB,JAK1,P32927,P23458,"1C8P, 1EGJ, 1GH7, 2GYS, 2NA8, 2NA9, 4NKQ, 5DWU, 6NMY, 8TLD","3EYG, 3EYH, 4E4L, 4E4N, 4E5W, 4EHZ, 4EI4, 4FK6, 4GS0, 4I5C, 4IVB, 4IVC, 4IVD, 4K6Z, 4K77, 4L00, 4L01, 5E1E, 5HX8, 5IXD, 5IXI, 5KHW, 5KHX, 5L04, 5WO4, 6AAH, 6BBU, 6C7Y, 6DBN, 6ELR, 6GGH, 6HZU, 6N77, 6N78, 6N79, 6N7A, 6N7B, 6N7C, 6N7D, 6RSB, 6RSC, 6RSD, 6RSE, 6RSH, 6SM8, 6SMB, 6TPE, 6TPF, 6W8L, 8EXJ, 8S85"
332,MFN1,LRRK2,Q8IWA4,Q5S007,"5GNR, 5GNS, 5GNT, 5GNU, 5GO4, 5GOE, 5GOF, 5GOM, 5YEW","2ZEJ, 3D6T, 5MY9, 5MYC, 6DLO, 6DLP, 6OJE, 6OJF, 6VNO, 6VP6, 6VP7, 6VP8, 6XAF, 6XR4, 7LHT, 7LHW, 7LI3, 7LI4, 7THY, 7THZ, 8FO2, 8FO7, 8FO8, 8FO9, 8SMC, 8TXZ, 8TYQ, 8TZB, 8TZC, 8TZE, 8TZF, 8TZG, 8TZH, 8U1B, 8U7H, 8U7L, 8U8A, 8U8B, 8VH4, 8VH5, 9C76, 9CHO"
333,HNRNPM,TARDBP,P52272,Q13148,"2DGV, 2DH9, 2DO0, 2OT8","1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
334,ELAVL1,HNRNPL,Q15717,Q8R081,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3","3S01, 3TYT"
335,HNRNPH1,HNRNPH2,P31943,P55795,"2LXU, 6DHS, 7ZUG","1WEZ, 1WG5, 6DG1, 8SGH"
336,LRRK2,YWHAE,Q5S007,P62258,"2ZEJ, 3D6T, 5MY9, 5MYC, 6DLO, 6DLP, 6OJE, 6OJF, 6VNO, 6VP6, 6VP7, 6VP8, 6XAF, 6XR4, 7LHT, 7LHW, 7LI3, 7LI4, 7THY, 7THZ, 8FO2, 8FO7, 8FO8, 8FO9, 8SMC, 8TXZ, 8TYQ, 8TZB, 8TZC, 8TZE, 8TZF, 8TZG, 8TZH, 8U1B, 8U7H, 8U7L, 8U8A, 8U8B, 8VH4, 8VH5, 9C76, 9CHO","2BR9, 3UAL, 3UBW, 6EIH, 7C8E, 7V9B, 8DGM, 8DGN, 8DGP, 8DP5, 8Q1S"
337,SQSTM1,TP53,Q64337,Q12888,"2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ","1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
338,IL4R,TYK2,P24394,P29597,"1IAR, 1IRS, 3BPL, 3BPN, 3BPO, 5E4E, 6OEL, 6WGL, 8K4Q","3LXN, 3LXP, 3NYX, 3NZ0, 3ZON, 4GFO, 4GIH, 4GII, 4GJ2, 4GJ3, 4GVJ, 4OLI, 4PO6, 4PY1, 4WOV, 5C01, 5C03, 5F1Z, 5F20, 5TKD, 5WAL, 6AAM, 6DBK, 6DBM, 6NSL, 6NZE, 6NZF, 6NZH, 6NZP, 6NZQ, 6NZR, 6OVA, 6VNS, 6VNV, 6VNX, 6VNY, 6X8F, 6X8G, 7AX4, 7K7O, 7K7Q, 7UYR, 7UYS, 7UYT, 7UYU, 8EXN, 8EYC, 8S98, 8S99, 8S9A, 8TB5, 8TB6"
339,IFNG,ICAM1,P01579,P05362,"1EKU, 1FG9, 1FYH, 1HIG, 3BES, 6E3K, 6E3L","1D3E, 1D3I, 1D3L, 1IAM, 1IC1, 1MQ8, 1P53, 1Z7Z, 2OZ4, 3TCX, 5MZA, 6EIT, 6S8U, 7BG7"
340,HNRNPA1,SSB,P09651,P0AGE0,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL","1EQQ, 1EYG, 1KAW, 1QVC, 1SRU, 3C94, 3Q8D, 3SXU, 3UF7, 4MZ9, 4Z0U, 8TG7, 8TG8, 8TGC"
341,TARDBP,PABPC1,Q13148,P11940,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR","1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO"
342,MDH2,SDHA,P40926,P31040,"2DFD, 4WLE, 4WLF, 4WLN, 4WLO, 4WLU, 4WLV","6VAX, 8DYD, 8DYE, 8GS8"
343,HNRNPR,SRSF3,O43390,P84103,2DK2,"2I2Y, 2I38, 9ASQ"
344,S100B,MAPT,P04271,P10636,"1MQ1, 1UWO, 2H61, 2M49, 2PRU, 3CZT, 3D0Y, 3D10, 3HCM, 4XYN, 5CSF, 5CSI, 5CSJ, 5CSN, 5D7F","1I8H, 2MZ7, 2ON9, 3OVL, 4E0M, 4E0N, 4E0O, 4FL5, 4GLR, 4NP8, 4TQE, 4Y32, 4Y3B, 4Y5I, 5BTV, 5DMG, 5E2V, 5E2W, 5HF3, 5K7N, 5MO3, 5MP1, 5MP3, 5MP5, 5N5A, 5N5B, 5NVB, 5O3L, 5O3O, 5O3T, 5V5B, 5V5C, 5ZIA, 5ZV3, 6BB4, 6CVJ, 6CVN, 6DC8, 6DC9, 6DCA, 6FAU, 6FAV, 6FAW, 6FBW, 6FBY, 6FI4, 6FI5, 6GK7, 6GK8, 6GX5, 6H06, 6HRE, 6HRF, 6LRA, 6N4P, 6NK4, 6NWP, 6NWQ, 6ODG, 6PXR, 6QJH, 6QJM, 6QJP, 6QJQ, 6TJO, 6TJX, 6VH7, 6VHA, 6VHL, 6VI3, 6XLI, 7EYC, 7KQK, 7MKF, 7MKG, 7MKH, 7NRQ, 7NRS, 7NRT, 7NRV, 7NRX, 7P65, 7P66, 7P67, 7P68, 7P6A, 7P6B, 7P6C, 7P6D, 7P6E, 7PQC, 7PQP, 7QJV, 7QJW, 7QJX, 7QJY, 7QJZ, 7QK1, 7QK2, 7QK3, 7QK5, 7QK6, 7QKF, 7QKG, 7QKH, 7QKI, 7QKJ, 7QKK, 7QKL, 7QKM, 7QKU, 7QKV, 7QKW, 7QKX, 7QKY, 7QKZ, 7QL0, 7QL1, 7QL2, 7QL3, 7QL4, 7R4T, 7R5H, 7SP1, 7U0Z, 7UPE, 7UPF, 7UPG, 7YMN, 7YPG, 8AZU, 8BGS, 8BGV, 8BYN, 8CAQ, 8CAX, 8FNZ, 8FUG, 8FYU, 8G54, 8G55, 8G58, 8GCK, 8KDX, 8OH2, 8OHI, 8OHP, 8OI0, 8OP0, 8OPI, 8ORE, 8ORF, 8ORG, 8OT6, 8OT9, 8OTC, 8OTG, 8OTH, 8OTI, 8OTJ, 8P34, 8PII, 8PPO, 8Q27, 8Q2J, 8Q2K, 8Q2L, 8Q7F, 8Q7L, 8Q7M, 8Q7P, 8Q7T, 8Q88, 8Q8C, 8Q8D, 8Q8E, 8Q8F, 8Q8L, 8Q8M, 8Q8R, 8Q8S, 8Q8U, 8Q8V, 8Q8W, 8Q8X, 8Q8Y, 8Q8Z, 8Q92, 8Q97, 8Q98, 8Q99, 8Q9A, 8Q9B, 8Q9C, 8Q9D, 8Q9E, 8Q9F, 8Q9G, 8Q9H, 8Q9I, 8Q9J, 8Q9K, 8Q9L, 8Q9M, 8Q9O, 8QCP, 8QCR, 8QDV, 8QJJ, 8R3T, 8SEH, 8SEI, 8TTL, 8TTN, 8UQ7, 8V1N, 8WCP, 8ZWL, 8ZWM, 8ZX6, 9BBL, 9BBM, 9BXI, 9BXO, 9BXQ, 9BXR, 9CGX, 9CGZ, 9CZI, 9CZL, 9EO7, 9EO9, 9EOE, 9EOG, 9EOH, 9ERM, 9ERN, 9ERO, 9G13, 9GG0, 9GG1, 9GG6, 9H5G, 9H5J, 9HBB"
345,LRRK2,YWHAG,Q5S007,P61982,"2ZEJ, 3D6T, 5MY9, 5MYC, 6DLO, 6DLP, 6OJE, 6OJF, 6VNO, 6VP6, 6VP7, 6VP8, 6XAF, 6XR4, 7LHT, 7LHW, 7LI3, 7LI4, 7THY, 7THZ, 8FO2, 8FO7, 8FO8, 8FO9, 8SMC, 8TXZ, 8TYQ, 8TZB, 8TZC, 8TZE, 8TZF, 8TZG, 8TZH, 8U1B, 8U7H, 8U7L, 8U8A, 8U8B, 8VH4, 8VH5, 9C76, 9CHO",8XI3
346,HNRNPA1,U2AF2,P09651,P26368,"1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL","1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
347,TARDBP,U2AF2,Q13148,P26368,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR","1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
348,VAPA,ACBD4,Q9P0L0,Q8NC06,"2RR3, 6TQR",2WH5
349,HNRNPA2B1,HNRNPDL,P22626,O14979,"1X4B, 5EN1, 5HO4, 5WWE, 5WWF, 5WWG, 6WPQ, 6WQK, 7WM3, 8DU2, 8DUW, 8EC7, 8HNI",7ZIR
350,ABL1,TP53,P00520,Q12888,"1ABO, 1ABQ, 1FPU, 1IEP, 1M52, 1OPJ, 1OPK, 2HZN, 2QOH, 2Z60, 3DK3, 3DK6, 3DK7, 3IK3, 3K5V, 3KF4, 3KFA, 3MS9, 3MSS, 3OXZ, 3OY3, 5IH2, 6HD4, 6HD6","1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
351,NBR1,RB1CC1,Q9SB64,Q8TDY2,"6TGN, 6TGP, 6TGS","6DCE, 6GMA, 7CZG, 7CZM, 7D0E, 7EA2, 7EAA, 8SOI, 8SQZ, 8SRM, 8W6B, 8YFK, 8YFL, 8YFM, 8YFN, 9C82, 9D34"
352,LPL,VLDLR,P06858,P98155,"6E7K, 6OAU, 6OAZ, 6OB0, 6WN4","1V9U, 3DPR, 6BYV, 8IHP, 8UA4, 8UA8, 8UFB, 8UFC, 8X0K, 8X0L, 8X0M, 8XI4, 8XI5, 8YS2, 8YS4, 8YVZ, 8YW0, 8YW1, 8YW2"
353,SNRNP70,SRSF3,P08621,P84103,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08","2I2Y, 2I38, 9ASQ"
354,HNRNPA2B1,SYNCRIP,P22626,O60506,"1X4B, 5EN1, 5HO4, 5WWE, 5WWF, 5WWG, 6WPQ, 6WQK, 7WM3, 8DU2, 8DUW, 8EC7, 8HNI","2DGU, 2MXT, 2NBB, 6KOR"
